Hazard,Type,Occupancy,SpecificOccupId,Source,Description,Stories,Comment,DefaultFn,Editable,Selected,-4 ft,-3 ft,-2 ft,-1 ft,0 ft,1 ft,2 ft,3 ft,4 ft,5 ft,6 ft,7 ft,8 ft,9 ft,10 ft,11 ft,12 ft,13 ft,14 ft,15 ft,16 ft,17 ft,18 ft,19 ft,20 ft,21 ft,22 ft,23 ft,24 ft,ID,Basement,HazardRiverine,HazardCV,HazardCA,SortOrder
coastal a,contents,COM2 ,C2LN ,USACE - Galveston,"Average wholesale trade, Contents",Low Rise,,1,,,0,0,0,0,3,16,27,36,49,57,63,69,72,76,80,82,84,86,87,87,88,89,89,89,89,89,89,89,89,195,,1,1,1,361
coastal a,contents,COM2 ,C2LB ,USACE - Galveston,"Average wholesale trade, Contents",Low Rise,,1,,,0,0,0,0,3,16,27,36,49,57,63,69,72,76,80,82,84,86,87,87,88,89,89,89,89,89,89,89,89,195,1,1,1,1,362
coastal a,contents,COM2 ,C2MN ,USACE - Galveston,"Average wholesale trade, Contents",Mid Rise,,1,,,0,0,0,0,3,16,27,36,49,57,63,69,72,76,80,82,84,86,87,87,88,89,89,89,89,89,89,89,89,195,,1,1,1,363
coastal a,contents,COM2 ,C2MB ,USACE - Galveston,"Average wholesale trade, Contents",Mid Rise,,1,,,0,0,0,0,3,16,27,36,49,57,63,69,72,76,80,82,84,86,87,87,88,89,89,89,89,89,89,89,89,195,1,1,1,1,364
coastal a,contents,COM2 ,C2HN ,USACE - Galveston,"Average wholesale trade, Contents",High Rise,,1,,,0,0,0,0,3,16,27,36,49,57,63,69,72,76,80,82,84,86,87,87,88,89,89,89,89,89,89,89,89,195,,1,1,1,365
coastal a,contents,COM2 ,C2HB ,USACE - Galveston,"Average wholesale trade, Contents",High Rise,,1,,,0,0,0,0,3,16,27,36,49,57,63,69,72,76,80,82,84,86,87,87,88,89,89,89,89,89,89,89,89,195,1,1,1,1,366
coastal a,contents,COM3 ,C3LN ,USACE - Galveston,"Average personal/repair services, Contents (Invetory)",Low Rise,,1,,,0,0,0,0,4,29,46,67,79,85,91,92,92,93,94,96,96,97,97,98,98,98,98,98,98,98,98,98,98,240,,1,1,1,367
coastal a,contents,COM3 ,C3LB ,USACE - Galveston,"Average personal/repair services, Contents (Invetory)",Low Rise,,1,,,0,0,0,0,4,29,46,67,79,85,91,92,92,93,94,96,96,97,97,98,98,98,98,98,98,98,98,98,98,240,1,1,1,1,368
coastal a,contents,COM3 ,C3MN ,USACE - Galveston,"Average personal/repair services, Contents (Invetory)",Mid Rise,,1,,,0,0,0,0,4,29,46,67,79,85,91,92,92,93,94,96,96,97,97,98,98,98,98,98,98,98,98,98,98,240,,1,1,1,369
coastal a,contents,COM3 ,C3MB ,USACE - Galveston,"Average personal/repair services, Contents (Invetory)",Mid Rise,,1,,,0,0,0,0,4,29,46,67,79,85,91,92,92,93,94,96,96,97,97,98,98,98,98,98,98,98,98,98,98,240,1,1,1,1,370
coastal a,contents,COM3 ,C3HN ,USACE - Galveston,"Average personal/repair services, Contents (Invetory)",High Rise,,1,,,0,0,0,0,4,29,46,67,79,85,91,92,92,93,94,96,96,97,97,98,98,98,98,98,98,98,98,98,98,240,,1,1,1,371
coastal a,contents,COM3 ,C3HB ,USACE - Galveston,"Average personal/repair services, Contents (Invetory)",High Rise,,1,,,0,0,0,0,4,29,46,67,79,85,91,92,92,93,94,96,96,97,97,98,98,98,98,98,98,98,98,98,98,240,1,1,1,1,372
coastal a,contents,COM4 ,C4LN ,USACE - Galveston,"Average Prof/Tech services, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,2,18,25,35,43,49,52,55,57,58,60,65,67,68,69,70,71,71,72,72,72,72,72,72,72,280,,1,1,1,373
coastal a,contents,COM4 ,C4LB ,USACE - Galveston,"Average Prof/Tech services, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,2,18,25,35,43,49,52,55,57,58,60,65,67,68,69,70,71,71,72,72,72,72,72,72,72,280,1,1,1,1,374
coastal a,contents,COM4 ,C4MN ,USACE - Galveston,"Average Prof/Tech services, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,2,18,25,35,43,49,52,55,57,58,60,65,67,68,69,70,71,71,72,72,72,72,72,72,72,280,,1,1,1,375
coastal a,contents,COM4 ,C4MB ,USACE - Galveston,"Average Prof/Tech services, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,2,18,25,35,43,49,52,55,57,58,60,65,67,68,69,70,71,71,72,72,72,72,72,72,72,280,1,1,1,1,376
coastal a,contents,COM4 ,C4HN ,USACE - Galveston,"Average Prof/Tech services, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,2,18,25,35,43,49,52,55,57,58,60,65,67,68,69,70,71,71,72,72,72,72,72,72,72,280,,1,1,1,377
coastal a,contents,COM4 ,C4HB ,USACE - Galveston,"Average Prof/Tech services, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,2,18,25,35,43,49,52,55,57,58,60,65,67,68,69,70,71,71,72,72,72,72,72,72,72,280,1,1,1,1,378
coastal a,contents,COM5 ,C5LN ,USACE - Galveston,"Bank, Contents",Low Rise,,1,,,0,0,0,0,0,50,74,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,304,,1,1,1,379
coastal a,contents,COM5 ,C5LB ,USACE - Galveston,"Bank, Contents",Low Rise,,1,,,0,0,0,0,0,50,74,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,304,1,1,1,1,380
coastal a,contents,COM5 ,C5MN ,USACE - Galveston,"Bank, Contents",Mid Rise,,1,,,0,0,0,0,0,50,74,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,304,,1,1,1,381
coastal a,contents,COM5 ,C5MB ,USACE - Galveston,"Bank, Contents",Mid Rise,,1,,,0,0,0,0,0,50,74,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,304,1,1,1,1,382
coastal a,contents,COM5 ,C5HN ,USACE - Galveston,"Bank, Contents",High Rise,,1,,,0,0,0,0,0,50,74,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,304,,1,1,1,383
coastal a,contents,COM5 ,C5HB ,USACE - Galveston,"Bank, Contents",High Rise,,1,,,0,0,0,0,0,50,74,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,304,1,1,1,1,384
coastal a,contents,COM6 ,C6LN ,USACE - Galveston,"Hospital, Contents",Low Rise,,1,,,0,0,0,0,0,0,0,10,20,30,65,72,78,85,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,309,,1,1,1,385
coastal a,contents,COM6 ,C6LB ,USACE - Galveston,"Hospital, Contents",Low Rise,,1,,,0,0,0,0,0,0,0,10,20,30,65,72,78,85,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,309,1,1,1,1,386
coastal a,contents,COM6 ,C6MN ,USACE - Galveston,"Hospital, Contents",Mid Rise,,1,,,0,0,0,0,0,0,0,10,20,30,65,72,78,85,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,309,,1,1,1,387
coastal a,contents,COM6 ,C6MB ,USACE - Galveston,"Hospital, Contents",Mid Rise,,1,,,0,0,0,0,0,0,0,10,20,30,65,72,78,85,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,309,1,1,1,1,388
coastal a,contents,COM6 ,C6HN ,USACE - Galveston,"Hospital, Contents",High Rise,,1,,,0,0,0,0,0,0,0,10,20,30,65,72,78,85,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,309,,1,1,1,389
coastal a,contents,COM6 ,C6HB ,USACE - Galveston,"Hospital, Contents",High Rise,,1,,,0,0,0,0,0,0,0,10,20,30,65,72,78,85,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,309,1,1,1,1,390
coastal a,contents,COM7 ,C7LN ,USACE - Galveston,"Average Medical Offic/Clinic, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,28,51,60,63,67,71,72,74,77,81,86,92,94,97,99,100,100,100,100,100,100,100,100,100,312,,1,1,1,391
coastal a,contents,COM7 ,C7LB ,USACE - Galveston,"Average Medical Offic/Clinic, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,28,51,60,63,67,71,72,74,77,81,86,92,94,97,99,100,100,100,100,100,100,100,100,100,312,1,1,1,1,392
coastal a,contents,COM7 ,C7MN ,USACE - Galveston,"Average Medical Offic/Clinic, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,28,51,60,63,67,71,72,74,77,81,86,92,94,97,99,100,100,100,100,100,100,100,100,100,312,,1,1,1,393
coastal a,contents,COM7 ,C7MB ,USACE - Galveston,"Average Medical Offic/Clinic, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,28,51,60,63,67,71,72,74,77,81,86,92,94,97,99,100,100,100,100,100,100,100,100,100,312,1,1,1,1,394
coastal a,contents,COM7 ,C7HN ,USACE - Galveston,"Average Medical Offic/Clinic, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,28,51,60,63,67,71,72,74,77,81,86,92,94,97,99,100,100,100,100,100,100,100,100,100,312,,1,1,1,395
coastal a,contents,COM7 ,C7HB ,USACE - Galveston,"Average Medical Offic/Clinic, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,28,51,60,63,67,71,72,74,77,81,86,92,94,97,99,100,100,100,100,100,100,100,100,100,312,1,1,1,1,396
coastal a,contents,COM8 ,C8LN ,USACE - Galveston,"Average Entertainment/Recreation, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,13,45,55,64,73,77,80,82,83,85,87,89,90,91,92,93,94,95,96,96,96,96,96,96,96,322,,1,1,1,397
coastal a,contents,COM8 ,C8LB ,USACE - Galveston,"Average Entertainment/Recreation, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,13,45,55,64,73,77,80,82,83,85,87,89,90,91,92,93,94,95,96,96,96,96,96,96,96,322,1,1,1,1,398
coastal a,contents,COM8 ,C8MN ,USACE - Galveston,"Average Entertainment/Recreation, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,13,45,55,64,73,77,80,82,83,85,87,89,90,91,92,93,94,95,96,96,96,96,96,96,96,322,,1,1,1,399
coastal a,contents,COM8 ,C8MB ,USACE - Galveston,"Average Entertainment/Recreation, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,13,45,55,64,73,77,80,82,83,85,87,89,90,91,92,93,94,95,96,96,96,96,96,96,96,322,1,1,1,1,400
coastal a,contents,COM8 ,C8HN ,USACE - Galveston,"Average Entertainment/Recreation, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,13,45,55,64,73,77,80,82,83,85,87,89,90,91,92,93,94,95,96,96,96,96,96,96,96,322,,1,1,1,401
coastal a,contents,COM8 ,C8HB ,USACE - Galveston,"Average Entertainment/Recreation, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,13,45,55,64,73,77,80,82,83,85,87,89,90,91,92,93,94,95,96,96,96,96,96,96,96,322,1,1,1,1,402
coastal a,contents,COM9 ,C9LN ,USACE - Galveston,"Theater, Contents (Equipment)",Low Rise,,1,,,0,0,0,0,0,4,6,8,9,10,12,17,22,30,41,57,66,73,79,84,90,97,98,100,100,100,100,100,100,352,,1,1,1,403
coastal a,contents,COM9 ,C9LB ,USACE - Galveston,"Theater, Contents (Equipment)",Low Rise,,1,,,0,0,0,0,0,4,6,8,9,10,12,17,22,30,41,57,66,73,79,84,90,97,98,100,100,100,100,100,100,352,1,1,1,1,404
coastal a,contents,COM9 ,C9MN ,USACE - Galveston,"Theater, Contents (Equipment)",Mid Rise,,1,,,0,0,0,0,0,4,6,8,9,10,12,17,22,30,41,57,66,73,79,84,90,97,98,100,100,100,100,100,100,352,,1,1,1,405
coastal a,contents,COM9 ,C9MB ,USACE - Galveston,"Theater, Contents (Equipment)",Mid Rise,,1,,,0,0,0,0,0,4,6,8,9,10,12,17,22,30,41,57,66,73,79,84,90,97,98,100,100,100,100,100,100,352,1,1,1,1,406
coastal a,contents,COM9 ,C9HN ,USACE - Galveston,"Theater, Contents (Equipment)",High Rise,,1,,,0,0,0,0,0,4,6,8,9,10,12,17,22,30,41,57,66,73,79,84,90,97,98,100,100,100,100,100,100,352,,1,1,1,407
coastal a,contents,COM9 ,C9HB ,USACE - Galveston,"Theater, Contents (Equipment)",High Rise,,1,,,0,0,0,0,0,4,6,8,9,10,12,17,22,30,41,57,66,73,79,84,90,97,98,100,100,100,100,100,100,352,1,1,1,1,408
coastal a,contents,COM10,C10LN,USACE - Galveston,"Garage, Contents (Inventory)",Low Rise,,1,,,0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,357,,1,1,1,409
coastal a,contents,COM10,C10LB,USACE - Galveston,"Garage, Contents (Inventory)",Low Rise,,1,,,0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,357,1,1,1,1,410
coastal a,contents,COM10,C10MN,USACE - Galveston,"Garage, Contents (Inventory)",Mid Rise,,1,,,0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,357,,1,1,1,411
coastal a,contents,COM10,C10MB,USACE - Galveston,"Garage, Contents (Inventory)",Mid Rise,,1,,,0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,357,1,1,1,1,412
coastal a,contents,COM10,C10HN,USACE - Galveston,"Garage, Contents (Inventory)",High Rise,,1,,,0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,357,,1,1,1,413
coastal a,contents,COM10,C10HB,USACE - Galveston,"Garage, Contents (Inventory)",High Rise,,1,,,0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,357,1,1,1,1,414
coastal a,contents,EDU1 ,E1LN ,USACE - Galveston,"Average School, contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,,1,1,1,475
coastal a,contents,EDU1 ,E1LB ,USACE - Galveston,"Average School, contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,1,1,1,1,476
coastal a,contents,EDU1 ,E1MN ,USACE - Galveston,"Average School, contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,,1,1,1,477
coastal a,contents,EDU1 ,E1MB ,USACE - Galveston,"Average School, contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,1,1,1,1,478
coastal a,contents,EDU1 ,E1HN ,USACE - Galveston,"Average School, contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,,1,1,1,479
coastal a,contents,EDU1 ,E1HB ,USACE - Galveston,"Average School, contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,1,1,1,1,480
coastal a,contents,EDU2 ,E2LN ,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",Low Rise,EDU1 default,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,,1,1,1,481
coastal a,contents,EDU2 ,E2LB ,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",Low Rise,EDU1 default,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,1,1,1,1,482
coastal a,contents,EDU2 ,E2MN ,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",Mid Rise,EDU1 default,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,,1,1,1,483
coastal a,contents,EDU2 ,E2MB ,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",Mid Rise,EDU1 default,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,1,1,1,1,484
coastal a,contents,EDU2 ,E2HN ,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",High Rise,EDU1 default,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,,1,1,1,485
coastal a,contents,EDU2 ,E2HB ,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",High Rise,EDU1 default,1,,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,1,1,1,1,486
coastal a,contents,GOV1 ,G1LN ,USACE - Galveston,"Average Govt Services, contents (Equipment)",Low Rise,,1,,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,,1,1,1,463
coastal a,contents,GOV1 ,G1LB ,USACE - Galveston,"Average Govt Services, contents (Equipment)",Low Rise,,1,,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,1,1,1,1,464
coastal a,contents,GOV1 ,G1MN ,USACE - Galveston,"Average Govt Services, contents (Equipment)",Mid Rise,,1,,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,,1,1,1,465
coastal a,contents,GOV1 ,G1MB ,USACE - Galveston,"Average Govt Services, contents (Equipment)",Mid Rise,,1,,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,1,1,1,1,466
coastal a,contents,GOV1 ,G1HN ,USACE - Galveston,"Average Govt Services, contents (Equipment)",High Rise,,1,,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,,1,1,1,467
coastal a,contents,GOV1 ,G1HB ,USACE - Galveston,"Average Govt Services, contents (Equipment)",High Rise,,1,,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,1,1,1,1,468
coastal a,contents,GOV2 ,G2LN ,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,,1,1,1,469
coastal a,contents,GOV2 ,G2LB ,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,1,1,1,1,470
coastal a,contents,GOV2 ,G2MN ,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,,1,1,1,471
coastal a,contents,GOV2 ,G2MB ,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,1,1,1,1,472
coastal a,contents,GOV2 ,G2HN ,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,,1,1,1,473
coastal a,contents,GOV2 ,G2HB ,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,1,1,1,1,474
coastal a,contents,IND1 ,I1LN ,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,,1,1,1,415
coastal a,contents,IND1 ,I1LB ,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,1,1,1,1,416
coastal a,contents,IND1 ,I1MN ,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,,1,1,1,417
coastal a,contents,IND1 ,I1MB ,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,1,1,1,1,418
coastal a,contents,IND1 ,I1HN ,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,,1,1,1,419
coastal a,contents,IND1 ,I1HB ,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,1,1,1,1,420
coastal a,contents,IND2 ,I2LN ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,,1,1,1,421
coastal a,contents,IND2 ,I2LB ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,1,1,1,1,422
coastal a,contents,IND2 ,I2MN ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,,1,1,1,423
coastal a,contents,IND2 ,I2MB ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,1,1,1,1,424
coastal a,contents,IND2 ,I2HN ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,,1,1,1,425
coastal a,contents,IND2 ,I2HB ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,1,1,1,1,426
coastal a,contents,IND3 ,I3LN ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,,1,1,1,427
coastal a,contents,IND3 ,I3LB ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,1,1,1,1,428
coastal a,contents,IND3 ,I3MN ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,,1,1,1,429
coastal a,contents,IND3 ,I3MB ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,1,1,1,1,430
coastal a,contents,IND3 ,I3HN ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,,1,1,1,431
coastal a,contents,IND3 ,I3HB ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,1,1,1,1,432
coastal a,contents,IND4 ,I4LN ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,,1,1,1,433
coastal a,contents,IND4 ,I4LB ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,1,1,1,1,434
coastal a,contents,IND4 ,I4MN ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,,1,1,1,435
coastal a,contents,IND4 ,I4MB ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,1,1,1,1,436
coastal a,contents,IND4 ,I4HN ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,,1,1,1,437
coastal a,contents,IND4 ,I4HB ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,1,1,1,1,438
coastal a,contents,IND5 ,I5LN ,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",Low Rise,IND3 default,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,,1,1,1,439
coastal a,contents,IND5 ,I5LB ,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",Low Rise,IND3 default,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,1,1,1,1,440
